2006年11月9号 2006年11月9日
有不有人 有没有人
有且共睹 有目共睹
有且共赏 有目共赏
有且无睹 有目无睹
有両下子 有两下子
有个不局 有个布局
有个两三天的功夫 有个两三天的工夫
有个交待 有个交代
有个好外 有个好处
有个尽寸 有个尺寸
有个注意 有个主意
有个男朋女 有个男朋友
有乖伦常 有违伦常
有了极致地追求 有了极致的追求
有二万块钱 有两万块钱
有二件事 有两件事
有些人之知道 有些人只知道
有些出于意外 有些出乎意外
有些女于 有些女子
有些沈闷 有些沉闷
有些炸毛的画笔 有些奓毛的画笔
有些皇皇然 有些惶惶然
有些硬咽 有些哽咽
有些而熟 有些面熟
有些诧疑 有些诧异
有人不眼 有人不服
有人客来 有客人来
有人接了碴：“俺们 有人接了茬：“俺们
有人知到 有人知道
有人要吃烧烤嘛 有人要吃烧烤吗
有人间他 有人问他
有人间道 有人问道
有什么下好 有什么不好
有什么两祥 有什么两样
有什么好伯 有什么好怕
有什么权利不让 有什么权力不让
有什么法于 有什么法子
有什么相千 有什么相干
有以下没一下 有一下没一下
有伤冈化 有伤风化
有何别区 有何区别
有何尝 又何尝
有何瞄头 有何苗头
有何贵于 有何贵干
有你忙禄 有你忙碌
有侍进一步 有待进一步
有俩只招风耳 有两只招风耳
有俩家 有两家
有假转让 有价转让
有像机 有相机
有儿位 有几位
有先见这明 有先见之明
有入窃听 有人窃听
有兲无日 有天无日
有关系罢 有关系吧
有关那和约 有关那合约
有兴越听 有兴趣听
有其父必省其子 有其父必有其子
有冂儿 有门儿
有冢难奔 有家难奔
有冬日的飘雪与稟洌 有冬日的飘雪与凛冽
有冷竣的成分 有冷峻的成分
有几嘬白茅草 有几撮白茅草
有几天功夫了 有几天工夫了
有分为 又分为
有则改之，圥则加勉 有则改之，无则加勉
有则改之，天则加勉 有则改之，无则加勉
有利司图 有利可图
有利圥害 有利无害
有利地 有力地
有利天害 有利无害
有利尢害 有利无害
有利措施 有力措施
有利有节 有礼有节
有利肘机 有利时机
有到了水边 又到了水边
有力于 有利于
有力反拨 有力反驳
有力契机 有利契机
有力时机 有利时机
有功夫亲自 有工夫亲自
有功夫去 有工夫去
有功夫来告诉 有工夫来告诉
有加圥已 有加无已
有加尢已 有加无已
有动为 有动力
有助与 有助于
有劲么 有劲吗
有势无恐 有恃无恐
有勇圥谋 有勇无谋
有勇天谋 有勇无谋
有勇尢谋 有勇无谋
有勇知万 有勇知方
有去圥回 有去无回
有去尢回 有去无回
有去无叵 有去无回
有去无囙 有去无回
有又些 又有些
有又何吩咐 又有何吩咐
有口圥心 有口无心
有口尢心 有口无心
有口没心 有口无心
有口皆杯 有口皆碑
有口皆牌 有口皆碑
有口难辨 有口难辩
有句老活 有句老话
有只歌 有支歌
有可牟把 有可能把
有各种复杂成份 有各种复杂成分
有名圥实 有名无实
有名天实 有名无实
有名尢实 有名无实
有名有份 有名有分
有向个 有几个
有味口 有胃口
有品味有趣味的导游读物 有品位有趣味的导游读物
有唡下子 有两下子
有喜有优 有喜有忧
有囗无心 有口无心
有囗皆碑 有口皆碑
有囗难分 有口难分
有囗难言 有口难言
有国难设 有国难投
有圥相生 有无相生
有圥相通 有无相通
有坠肉 有赘肉
有垂肉 有赘肉
有增圥减 有增无减
有增天减 有增无减
有增无己 有增无已
有备圥患 有备无患
有备天患 有备无患
有备尢患 有备无患
有备而夹 有备而来
有备面来 有备而来
有多有尐 有多有少
有天份 有天分
有天圥日 有天无日
有天尢日 有天无日
有天相生 有无相生
有天相通 有无相通
有夫妻像 有夫妻相
有夫这妇 有夫之妇
有失偏颇 失之偏颇
有头圥尾 有头无尾
有头天尾 有头无尾
有头尢尾 有头无尾
有头有绪 有头有序
有头有面 有头有脸
有夹无回 有来无回
有夹有去 有来有去
有夹有往 有来有往
有女人缀泣 有女人啜泣
有如一张 犹如一张
有始圥终 有始无终
有始天终 有始无终
有始尢终 有始无终
有娇健的四肢 有矫健的四肢
有完没了 有完没完
有实际效应的这些技术 有实际效用的这些技术
有少些大学生 有少许大学生
有尢相生 有无相生
有尢相通 有无相通
有屈有直 有曲有直
有幅对联 有副对联
有平肝熄火的功效 有平肝泻火的功效
有底气，有品味，有质量 有底气，有品位，有质量
有店瓜葛 有点瓜葛
有度宥识 有度有识
有弌搭没弌搭 有一搭没一搭
有弌无二 有一无二
有张有驰 有张有弛
有影圥形 有影无形
有影天形 有影无形
有影尢形 有影无形
有征圥战 有征无战
有征天战 有征无战
有很可能 很有可能
有心圥力 有心无力
有心天力 有心无力
有心尢力 有心无力
有心载花 有心栽花
有心里准备 有心理准备
有志不茬年高 有志不在年高
有志之土 有志之士
有志意 有意志
有志木在年高 有志不在年高
有志竞成 有志竟成
有志者事竞成 有志者事竟成
有志者，事竞成 有志者，事竟成
有怎么啦 又怎么啦
有思于 有恩于
有恃圥恐 有恃无恐
有恃天恐 有恃无恐
有恃尢恐 有恃无恐
有恢复了 又恢复了
有恩与 有恩于
有悻于 有悖于
有悻常理 有悖常理
有情亼终成眷属 有情人终成眷属
有情可原 情有可原
有情可愿 情有可原
有情可缘 情有可原
有情可谅 情有可原
有情宥理 有情有理
有情有乂 有情有义
有情有意 有情有义
有惊圥险 有惊无险
有惊尢险 有惊无险
有想了想 又想了想
有意圥意 有意无意
有意天意 有意无意
有意尢意 有意无意
有感面发 有感而发
有所不授 有所不受
有所和缓 有所缓和
有所尊循 有所遵循
有所干求 有所于求
有所木为 有所不为
有所稗益 有所裨益
有才圥命 有才无命
有才天命 有才无命
有才尢命 有才无命
有技有叶 有枝有叶
有担当，有品味 有担当，有品位
有持无恐 有恃无恐
有损圥益 有损无益
有损天益 有损无益
有据依 有依据
有教圥类 有教无类
有教天类 有教无类
有教尢类 有教无类
有敢无力 有气无力
有文圥行 有文无行
有文天行 有文无行
有文尢行 有文无行
有无天日 有天无日
有无无日 有天无日
有日共睹 有目共睹
有日共赏 有目共赏
有日无睹 有目无睹
有时侯 有时候
有时侯做的事 有时候做的事
有昧道 有味道
有是一种 又是一种
有曲有则 有典有则
有有三个 又有三个
有朝一天 有朝一日
有朝弌日 有朝一日
有木有原 有本有原
有本科学力 有本科学历
有机、肥 有机肥、
有机会在去 有机会再去
有机化台物 有机化合物
有条不文 有条不紊
有条不率 有条不紊
有条不稳 有条不紊
有条不素 有条不紊
有条木紊 有条不紊
有来圥回 有来无回
有来天回 有来无回
有来尢回 有来无回
有来无叵 有来无回
有来无囙 有来无回
有板有服 有板有眼
有校有角 有棱有角
有根多 有很多
有根有势 有权有势
有根高信誉 有很高信誉
有楞有角 有棱有角
有次殊荣 有此殊荣
有此可见 由此可见
有此害怕 有些害怕
有死圥二 有死无二
有死天二 有死无二
有气圥力 有气无力
有气天力 有气无力
有水乎 有水平
有汁有味 有滋有味
有求于已 有求于己
有没有男朋友亚 有没有男朋友呀
有没有破丝响 有没有破咝响
有洒胆没饭胆 有酒胆没饭胆
有深有线 有深有浅
有滋有昧 有滋有味
有点不愤 有点不忿
有点伯 有点怕
有点时候 有些时候
有点节蓄 有点积蓄
有点采促 有点局促
有点驮背 有点驼背
有犯圥隐 有犯无隐
有犯尢隐 有犯无隐
有犯无稳 有犯无隐
有玉米杆的 有玉米秆的
有理走遍兲下 有理走遍天下
有生以夹 有生以来
有甪功 有用功
有疑点藤 有一点疼
有痔无恐 有恃无恐
有百害而圥一利 有百害而无一利
有百害而无弌利 有百害而无一利
有的椅栏闭目 有的倚栏闭目
有益圥害 有益无害
有益天害 有益无害
有益尢害 有益无害
有目其睹 有目共睹
有目圥睹 有目无睹
有目尢睹 有目无睹
有眼不识金香玉 有眼不识金镶玉
有眼圥珠 有眼无珠
有眼天珠 有眼无珠
有眼如育 有眼如盲
有眼尢珠 有眼无珠
有眼木识泰山 有眼不识泰山
有着种 有这种
有碍现瞻 有碍观瞻
有碍瞻观 有碍观瞻
有碳烤的香味儿 有炭烤的香味儿
有空比划比划 有空比画比画
有章可寻 有章可循
有紧事 有急事
有约茬先 有约在先
有缘份 有缘分
有缘千里夹相会 有缘千里来相会
有缘相缝的日子 有缘相逢的日子
有缘而无份 有缘而无分
有翅膀里 有翅膀哩
有肥又有廋 有肥又有瘦
有背于 有悖于
有背道德 有悖道德
有节凑 有节奏
有莱有去 有来有去
有言茬先 有言在先
有许多夜叉海鬼，将宝玉托将下去 有许多夜叉海鬼，将宝玉拖将下去
有贼冠 有贼寇
有趣的说到 有趣地说到
有过之圥不及 有过之无不及
有过之无木及 有过之无不及
有过结 有过节
有这个一个 有这样一个
有进圥出 有进无出
有进圥退 有进无退
有进天出 有进无出
有进天退 有进无退
有进尢出 有进无出
有进尢退 有进无退
有迹可寻 有迹可循
有道里 有道理
有遭一日 有朝一日
有那一个 有哪一个
有那些 有哪些
有那功夫多睡一会儿 有那工夫多睡一会儿
有钱可错 有钱可借
有错必究 有错必纠
有闩儿 有门儿
有限电视 有线电视
有难同挡 有难同当
有鼻了有眼 有鼻子有眼
有鼻予有眼 有鼻子有眼
有鼻子宥眼 有鼻子有眼
有鼻子有服 有鼻子有眼
有鼻孑有眼 有鼻子有眼
有鼻孒有眼 有鼻子有眼
有鼻孓有眼 有鼻子有眼
有鼻干有眼 有鼻子有眼
朋举 鹏举
朋友么 朋友吗
朋友之问 朋友之间
朋友值干金 朋友值千金
朋友座在 朋友坐在
朋好罔上 朋奸罔上
朋支 朋友
朋比为好 朋比为奸
朋觉比周 朋党比周
服事贵人 服侍贵人
服伺 服侍
服低做小 伏低做小
服尔泰风格 伏尔泰风格
服应 服膺
服待 服侍
服待好主人 服侍好主人
服恃病人 服侍病人
服明手快 眼明手快
服服贴贴 服服帖帖
服甪 服用
服睛好使 眼睛好使
服票热 股票热
服装加工场 服装加工厂
服贴了 服帖了
朔州巿 朔州市
朔料 塑料
朔料布 塑料布
朔本穷源 溯本穷源
朔胶 塑胶
朗咸平 郎咸平
朗朗上囗 朗朗上口
朗朗书声 琅琅书声
朗朗称道 琅琅称道
朗涌 朗诵
朗爽 爽朗
朗颂 朗诵
望了成龙 望子成龙
望了灯出神 望着灯出神
望予成龙 望子成龙
望云渐高鸟 望云惭高鸟
望住他 望着他
望住我 望着我
望像他 望向他
望冂寡 望门寡
望冂投止 望门投止
望南而去 往南而去
望后一闪 往后一闪
望在坐的各位 望在座的各位
望墙上撞 往墙上撞
望外跑 往外跑
望夜倚危墙 望夜倚危樯
望夫人怨罪 望夫人恕罪
望孑成名 望子成名
望孑成龙 望子成龙
望孒成名 望子成名
望孒成龙 望子成龙
望孓成名 望子成名
望孓成龙 望子成龙
望尘奠及 望尘莫及
望尘寞及 望尘莫及
望文生意 望文生义
望断兲涯 望断天涯
望桌上一扔 往桌上一扔
望洋心叹 望洋兴叹
望看他们 望着他们
望看夜空 望着夜空
望看我 望着我
望眼镜 望远镜
望着丈夫的狼狈像 望着丈夫的狼狈相
望着天空漂浮的白云 望着天空飘浮的白云
望着账顶 望着帐顶
望穿秋氺 望穿秋水
望窗外一看 往窗外一看
望给位 望各位
望者我 望着我
望而声畏 望而生畏
望而怯步 望而却步
望而确步 望而却步
望观 观望
望运镜 望远镜
望里看 往里看
望门头止 望门投止
望闩寡 望门寡
望闩投止 望门投止
望风披糜 望风披靡
朝三幕四 朝三暮四
朝不保歹 朝不保夕
朝不及歹 朝不及夕
朝不谋歹 朝不谋夕
朝乾歹惕 朝乾夕惕
朝云暮兩 朝云暮雨
朝井暮合 朝升暮合
朝亖暮四 朝三暮四
朝今夕改 朝令夕改
朝令改歹 朝令夕改
朝令歹改 朝令夕改
朝令歹行 朝令夕行
朝华夕拾 朝花夕拾
朝叁暮礼 朝参暮礼
朝发歹至 朝发夕至
朝夕木倦 朝夕不倦
朝天放了一次空抢 朝天放了一次空枪
朝庭 朝廷
朝延 朝廷
朝廷命宫 朝廷命官
朝思夜想 朝思暮想
朝思慕想 朝思暮想
朝思日想 朝思暮想
朝思梦想 朝思暮想
朝恩暮想 朝思暮想
朝成幕遍 朝成暮遍
朝成青丝暮成雪 朝如青丝暮成雪
朝打幕骂 朝打暮骂
朝晋团 朝觐团
朝更歹改 朝更夕改
朝木保夕 朝不保夕
朝木及夕 朝不及夕
朝木谋夕 朝不谋夕
朝歹不倦 朝夕不倦
朝歹相伴 朝夕相伴
朝歹相处 朝夕相处
朝气篷勃 朝气蓬勃
朝气蓬蓬 朝气蓬勃
朝生幕死 朝生暮死
朝秦幕楚 朝秦暮楚
朝花夕冃 朝花夕月
朝花夕时 朝花夕拾
朝花歹月 朝花夕月
朝荣幕落 朝荣暮落
朝衣东巿 朝衣东市
朝衣乐市 朝衣东市
朝过歹改 朝过夕改
朝过相 照过相
朝近道回家 抄近道回家
朝野侧且 朝野侧目
朝野侧日 朝野侧目
朝野具知 朝野俱知
朝野振动 朝野震动
朝门口走支 朝门口走去
朝闻歹改 朝闻夕改
朝阳巿 朝阳市
朝隆 乾隆
朝飞暮券 朝飞暮卷
朝鲜半鸟 朝鲜半岛
期冃有成 期月有成
期刋 期刊
期及 企及
期待己久 期待已久
期待巳久 期待已久
期待着我间 期待着我问
期月冇成 期月有成
期月宥成 期月有成
期期文文 期期艾艾
期期文艾 期期艾艾
期期木可 期期不可
期沛流离 颠沛流离
期特你能 期待你能
期盼以久 期盼已久
期翼 期冀
期肦 期盼
期货市尝 期货市场
期贷 期货
期间很少陪伴家人 其间很少陪伴家人
期间要不停的用巧劲翻炒 其间要不停地用巧劲翻炒
期限将届 期限将至
期限界满 期限届满
朤朤作响 嘣嘣作响
朦住面孔 蒙住面孔
朦头转向 晕头转向
朦懂无知 懵懂无知
朦混 蒙混
朦然不觉 懵然不觉
朦胧之中磬香 朦胧之中馨香
朦胧入睡 蒙眬入睡
朦胧睡眼 蒙眬睡眼
朦陇 朦胧
木一而足 不一而足
木三不四 不三不四
木三木四 不三不四
木上不下 不上不下
木世之功 不世之功
木世之恩 不世之恩
木世之才 不世之才
木丰不杀 不丰不杀
木丰木杀 不丰不杀
木为五斗米折腰 不为五斗米折腰
木为已甚 不为已甚
木义之财 不义之财
木乏其人 不乏其人
木了了之 不了了之
木事生产 不事生产
木二法门 不二法门
木亦乐乎 不亦乐乎
木亼石心 木人石心
木仁不义 不仁不义
木仁木义 不仁不义
木仍伊 木乃伊
木以为怪 不以为怪
木以为意 不以为意
木以为然 不以为然
木以为耻 不以为耻
木以人废言 不以人废言
木会再 不会再
木会去 不会去
木伦不类 不伦不类
木伦木类 不伦不类
木依不饶 不依不饶
木修边幅 不修边幅
木倒翁 不倒翁
木值一提 不值一提
木值一钱 不值一钱
木假安排 不假安排
木假思索 不假思索
木偏不倚 不偏不倚
木偏木倚 不偏不倚
木做不休 不做不休
木八石心 木人石心
木共戴天 不共戴天
木出所料 不出所料
木分彼此 不分彼此
木分畛域 不分畛域
木分青红皂白 不分青红皂白
木分高下 不分高下
木刊之书 不刊之书
木刊之论 不刊之论
木到黄河心不死 不到黄河心不死
木制结构 木质结构
木加思索 不加思索
木务正业 不务正业
木务进取 不务进取
木动声色 不动声色
木劳而获 不劳而获
木卑不亢 不卑不亢
木卑木亢 不卑不亢
木卡姆逐渐成型 木卡姆逐渐成形
木即不离 不即不离
木即木离 不即不离
木厌其烦 不厌其烦
木厌其详 不厌其详
木厌糟糠 不厌糟糠
木厌藜藿 不厌藜藿
木只是 不只是
木可一世 不可一世
木可以道里计 不可以道里计
木可企及 不可企及
木可估量 不可估量
木可偏废 不可偏废
木可动摇 不可动摇
木可同日而语 不可同日而语
木可名状 不可名状
木可向迩 不可向迩
木可告人 不可告人
